,id,date,time,timezone,geo,usr_location,text
31,1300366214930337792,2020-08-31,05:33:59,EDT,,Dorset.,"@SkyHelpTeam complete outage of broadband in the whole of Weymouth!! Brilliant service as always, tried to ring up to inform them and get a timeline of repair. As not in at risk group didn’t even get put through to an advisor!! Can’t even do any uni work. Thanks for that!
"
32,1300357670705258497,2020-08-31,05:00:02,EDT,,,"It’s getting to 2 hours since the outage, kindly have it restored immediately. Haven’t we suffered enough at KE’s hands as yet ?
"
33,1300351507708235777,2020-08-31,04:35:33,EDT,,,"CenturyLink reports internet outage across the U.S.- Make sure you Call assholes at Century Link for $25.00 credit Call their 1800 number that didn’t work either - OVER PRICED SHIT  SERVICE , have a nice day , thank for Choosing Century Link 🖕🏿✅  https://www.fox4now.com/news/local-news/centurylink-reports-internet-outages-across-the-u-s …
"
34,1300344411168141313,2020-08-31,04:07:21,EDT,,"Prague, Czech Republic","So - not sure if this is serious info or sarcasm? If is mesnt seriously - have you checked the major outage at ISP -Centurylink that brought down other services of other companies? Can’t be that the cause of an outage?
"
35,1300337972395626497,2020-08-31,03:41:46,EDT,,"London, England","All Circuits are Busy Now: The 1990 AT&T Long Distance Network Collapse  (if you are still in the mood and want to learn from previous control-plane related outages)   https://users.csc.calpoly.edu/~jdalbey/SWE/Papers/att_collapse …
"
36,1300328114132721664,2020-08-31,03:02:35,EDT,,,"@ATT your stupid ass internet techs broke my internet while in my house not wearing a mask and it's taking you days to get back here in fix it. A multi day internet outage
"
37,1300302697892057088,2020-08-31,01:21:36,EDT,,Meru and Nyahururu,"@KenyaPower_Care wish to report power outage in Nayhururu Mamboleo village which has been happening every night at around 0000hrs upto even  http://0900hrs.Now  the main issue is that some teens hire a PS for a night but they don't enjoy to the fullest.Rectify  on that
"
38,1300292481293012992,2020-08-31,00:41:00,EDT,,,"@PGE4Me Thank you to the technicians who work on the outage in Danville, CA, off Camino Tassajara. Being without power for 19 hours is maddening. Fingers crossed at this point that all our refrigerated/frozen food stuffs made it. Didn’t open anything.
"
39,1300284559364325376,2020-08-31,00:09:31,EDT,,"Portland, Oregon","Updated at 9:03 pm: Power was restored to all 2,943 customers in Gold Hill, Grants Pass and Rogue River, OR as of 8:41 pm.  Is your power still off? Please check your breakers and if that doesn't restore your power Text ""OUT"" to 722797 to report your outage.
"
40,1300278749087309826,2020-08-30,23:46:26,EDT,,"Edgewater, New Jersey, USA","Is your internet provider CenturyLink by any chance? Because we had an outage ourselves this morning.  We didn’t have internet until around 7 PM today. At least it wasn’t 10:30 like we were told.
"
41,1300278291597844480,2020-08-30,23:44:37,EDT,,"Orlando, FL","And Rise not operating at all for 2 hours because of a non ride related internet outage and then sending empty ride vehicles constantly in the evening because everyone left and didn’t fill boarding groups...
"
42,1300272336852127745,2020-08-30,23:20:57,EDT,,,"This morning. Up at 0500 and CenturyLink had a nationwide outage. Lasted till 1000. I wasn't happy but the threats people post against the workers. There is something so wrong in our country. Go to get up early and try and fix everything.
"
43,1300243030176223232,2020-08-30,21:24:30,EDT,,,"True. At least, so long as the majority of Americans can stay inside, have access to food and creature comforts, and aren't yet broke and on the edge of eviction.  But you know what doesn't go out in a power outage? Cell service. And at this point, it probably shouldn't go out.
"
44,1300237624171470849,2020-08-30,21:03:01,EDT,,Chicago  ATL,"Ughh I’m sick of this @ATT outage! Two days with no WiFi
"
45,1300227852420427776,2020-08-30,20:24:11,EDT,,starlight,"why is my mom questioning me on studying during a power outage don’t she know about that one episode of Arthur?? see at any other given moment if i’m looking up an article on my phone she wants to jump on me saying “you ain’t got class today” it’s ASYNCHRONOUS i been telling you!
"
46,1300227025203073024,2020-08-30,20:20:54,EDT,,,"@ATT @ATTHelp three days of not being able to use my cell phone to make calls or send texts is infuriating. I guess you’ll be prorating this near constant service outage so I don’t have to pay for it, right??!!
"
47,1300223540562714625,2020-08-30,20:07:03,EDT,,,"Marcus - We do apologize you feel this way as we are experiencing service disruptions in a few markets. Our technicians are working as quickly as possible to get services restored as we understand this is a critical time and also we never like when outages occur. We apologize.
"
48,1300217777127591937,2020-08-30,19:44:09,EDT,,"Chicago, IL","I demanded to escalate to the executive level at xfinity and was told customers don’t want to know the reasons for outages and they just love the great features. I told them I’d get fired if service was down for an entire day with no explanation.
"
49,1300210392996737025,2020-08-30,19:14:49,EDT,,"El Paso, TX","Hello, sorry but I have begun the process of switching over to @ATT . Since we are working from home, we can not afford to have frequent outages.
"
50,1300207239475671043,2020-08-30,19:02:17,EDT,,United States,"Hopefully the thunderstorms here in Georgia don’t cause an outage for me and I can turn things around tonight at Lucas Oil Raceway. Tune in tonight and cheer for the #12 @SKSimRacing1 Ford! https://youtu.be/hgrXgWyjyfk 
"
51,1300202870264954881,2020-08-30,18:44:55,EDT,,"Romulus, MI","@ATTHelp I hope someone works on resolving it sooner as the restoration time keeps increasing by 24 hours. It’s now 48 hours outage. Not sure why it’s taking time. If taking time, appreciate AT&T giving us feedback/updates.
"
52,1300187627585298432,2020-08-30,17:44:21,EDT,,adrift in time,"it's okay, it didn't last long and it was more funny than anything! it was a planned power outage so I at least got to make some tea before 😂
"
53,1300183520069943296,2020-08-30,17:28:02,EDT,,"Miami, Florida","We're sorry to hear it. We don't receive an outage report in that area. Please chat with us at  http://str8.ly/6012TS2sM  or call us at 1-877-430-2355 for us to know what's causing your service not to work. ^FA
"
54,1300183470698790912,2020-08-30,17:27:50,EDT,,,"Today at sheetz: so due to the power outage, we closed off drive thru with a cone so no one would disturb the generator  Someone ran over the cone anyway and ordered curly fries, then proceeded to take the cone with them down the road  I can't do this anymore, man
"
55,1300178865764081664,2020-08-30,17:09:32,EDT,,,"Geez @Ask_Spectrum,  My internet outage couldn’t have happened at a worse time right now.   Over an hour now. About 25 minutes of that on hold and no eta?  This is unsatisfactory.
"
56,1300175734984511488,2020-08-30,16:57:05,EDT,,"San Francisco, CA","We don't know exactly what happened with the CenturyLink/Level(3) outage today, but here's what we saw at @Cloudflare, how we mitigated the worst of the impact on our customers, and what may have caused it. #hugops https://blog.cloudflare.com/analysis-of-todays-centurylink-level-3-outage/ …
"
57,1300174872052670466,2020-08-30,16:53:40,EDT,,San Pedro Crapifornia,"@CoxHelp Here it is yet another cox Internet outage in Los Angeles. You guys are the lowest of the low and one of the highest on pricing. It’s time to dump you guys and go with another company that I hate, AT&T but at least they’re reliable, not honest, but reliable
"
58,1300143783191871488,2020-08-30,14:50:08,EDT,,,"Wouldn't have co-won if not for the outage but whatever helps you sleep at night lol
"
59,1300142605603418113,2020-08-30,14:45:27,EDT,,Somewhere mindin' mines.,"Smh at&t would have an outage on my one day to chill and what tv
"
60,1300134277862965248,2020-08-30,14:12:21,EDT,,"Pune, India","mam, this disconnection was a result of worldwide internet outage at @Cloudflare which affected parts of India, western Europe and America.  http://Chess.com  uses Cloudfare's server. Therefore it wasn't team India's fault. The lack of knowledge in Armenia's case costed them
"
61,1300127975103438848,2020-08-30,13:47:19,EDT,,"Toledo, OH, US, 43623","There was an outage this morning due to Centurylink/Level3 which is one of the back bone companies of the internet having issues. If you can't get online still, please call us at 4197249800, or private message us with your account info and we will see what's going on for you.
"
62,1300127154278080512,2020-08-30,13:44:03,EDT,,"KERALA, INDIA","""organiser failed?"" Global outage isn't an organiser's fault per se..and it comes down to whether it was at players' end..That in turn cmes down 2 Emil's opinion on Levon's original twt..If he can contradict that instead of correcting his orwell reference, Im gud 2 swtch sides
"
63,1300127116076421133,2020-08-30,13:43:54,EDT,,"ÜT: 37.243562,-80.416957","@Shentel don’t worry about updating anyone, or even acknowledge any outages on your network. Even if a carrier/backbone issue. Thankfully we’re not in a pandemic, no one works from home, all the kids will be at school in front of chalkboards tomorrow, etc.
"
64,1300125928849387523,2020-08-30,13:39:11,EDT,,The Sunshine State,"I found out that there were worldwide outages, including providers, streaming services, and individual websites.   This website allows you to check for outages. It showed my issue with AT&T, and even specified that it lasted in excess of 24 hours.    https://downdetector.com/ 
"
65,1300124750296035328,2020-08-30,13:34:30,EDT,,🚫 No DMs unless I like you 🚫,"Our internet was out this morning for a few hours, the company said it wasn't them, it was a global internet outage. So at least 2020 is staying consistent, I guess.  pic.twitter.com/MpXzRTuOuM
"
66,1300124083984580609,2020-08-30,13:31:51,EDT,,"KERALA, INDIA","I'll tell you what I meant by my tweet..Levon CLAIMED PUBLICLY that they proved the issue wasn't at their end..If the issue wasnt at their end, they shouldv been given a rematch. Global outage is just a cause for the DC to occur. It could be some server error somewhere local(1/2)
"
67,1300122163429609472,2020-08-30,13:24:13,EDT,,"KERALA, INDIA","I don't care if there was a global outage..If the issue wasn't at Armenia's end, how would a global outage or a local outage for that matter make a difference?
"
68,1300115046043914241,2020-08-30,12:55:56,EDT,,"Chicago, IL","Gotta say, this is way faster than RCN used to respond a couple of years ago. We used to have AT&T and DirecTV (before they merged), and neither one was ever responsive to an outage. Appreciating RCN having Twitter coverage on a Sunday morning!!!
"
69,1300112112300298242,2020-08-30,12:44:17,EDT,,United States,"When I looked at around 8:30 this morning, Umbrella showed no issues, and still doesn't indicate any issues.   Where did you see an outage notice from them?  Even though they were not directly the ones having the issue, I'm sure they knew about it and should have posted something  pic.twitter.com/qKuvrllv8o
"
70,1300111885979840515,2020-08-30,12:43:23,EDT,,"Schiller Park, IL",".@Xfinity outage? This happened Thursday night, I can’t watch any cable channels and even local channels are scrambled. At least my internet works
"
71,1300110321563045889,2020-08-30,12:37:10,EDT,,CA,"Some advice: there will be glitches, outages, issues with tech and platforms. Just roll with it. If it doesn’t work at first, message teacher and try again later. Take a deep breath, lots of them. 🤪😊💜
"
72,1300110058919923717,2020-08-30,12:36:07,EDT,,Indiana,"So, how do we watch the programming that wasn't DVR'd during the outage? I woke up at 5:45am to watch the Formula 1 race and it's not in my DVR content.
"
73,1300109664500154368,2020-08-30,12:34:33,EDT,,,"Hi there, this doesn't sound right at all! We aren't experiencing any outages currently, but we'd be happy to troubleshoot any issues you're running into. So we can better assist you, please submit a ticket through this link and we'll follow up shortly:  https://scr.bi/twitter 
"
74,1300108578649300992,2020-08-30,12:30:14,EDT,,"ÜT: 34.155208,-118.225151","Network Conn Between 3:03 AM and 7:35 AM PDT we observed an issue with an external network that prevented some customers from reaching AWS Regions This issue appears to be resolved at this time Conn within Regions as well as conn from other networks wasn’t impacted. #aws #outage
"
75,1300108109730344961,2020-08-30,12:28:22,EDT,,,"NANOG and Outages list say it was only ex Level3 network but I disagree. My customers on Centurylink ILEC area DSL and GPON started seeing flapping around 3AM pacific until about 8:30 AM pacific. At least it wasn’t a multiple days outage like the last big network outage they had.
"
76,1300107612961243139,2020-08-30,12:26:24,EDT,,,"Nope they don't. They explicitly say it's part of their SLA (service level agreement) which means that if you pay for it, you get reimbursed for any slight outage (at the enterprise level, it's 25x reimbursement which is silly). And the reimbursement is automatic unlike others.
"
77,1300101238588088328,2020-08-30,12:01:04,EDT,,"Edinburgh, Scotland","At least I know Pushover isn't affected by this outage...
"
78,1300098238633123840,2020-08-30,11:49:09,EDT,,,"massive global internet outage early this morning 🌐 hoping it doesn't impact my stream at 2PM ET on @Mixcloud today 🤞🏻🎶  http://mixcloud.com/chraevis  https://twitter.com/CenturyLink/status/1300089110858797063 …
"
79,1300096826213675008,2020-08-30,11:43:32,EDT,,,"Boarded up cities, fires in the hills, & Power outages happening all at once ain’t no coincidence either 👀 I’m just sayin tho’  https://twitter.com/hoodhealer/status/1299799695905046529 …
"
80,1300095418630434816,2020-08-30,11:37:57,EDT,,"Reno, NV","Resolved: The Century Link outage that has caused some integrated services to be unavailable has now been resolved.  Over the last half hour traffic appears to have been restored to normal levels.  All systems are operational at this t…  http://stspg.io/8w2c2bn3mx5r?u=xmsr6fk1x2jg …
"
81,1300088482753323009,2020-08-30,11:10:23,EDT,,,"Armenia still had a chance to reach the semi finals. Also there wasn’t a global outage of internet. You can not compare the two scenarios. Doesn’t make sense at all.
"
82,1300088311722250242,2020-08-30,11:09:42,EDT,,United States,"A large scale internet outage started ~four hours ago, affecting many websites and service providers including Comcast, CenturyLink, AT&T, Level 3, Time Warner Telecom, Cogent, UUNet Verizon, Cox, Cloudflare, Google, Microsoft, and many more.    https://www.thousandeyes.com/outages 
"
83,1300083148345225216,2020-08-30,10:49:11,EDT,,New Jersey,"Oh lol I was watching your stream because i got woken up for work for this internet provider outage affecting us too. i didn't connect the two at all
"
84,1300081661925888001,2020-08-30,10:43:17,EDT,,"Louisiana, USA","Woke up, it's my #birthday, still no internet. Made some coffee and forgot the creamer went bad in the outage. Walked 30 mins to the store to get creamer (fiance's at work with my truck) and they don't have any. Get a #javamonster instead. Trip on my way home and drop it opened.
"
85,1300079733015748608,2020-08-30,10:35:37,EDT,,"Florida, USA","@OnePositiveDude if it were a global internet backbone outage, why would my at&t & hargray service not have been affected
"
86,1300079142344568838,2020-08-30,10:33:16,EDT,,3/4 mile from earth's edge,"bizare outage - Google doesn't see to be affected so at least i can watch YoutubeTV - and email - but most of other sites are broke ...  https://twitter.com/servicesdown_/status/1300019186446540800 …
"
87,1300078747731873793,2020-08-30,10:31:42,EDT,,,"why does centurylink have to be so bad, I can't even install things at more than 1-6 mbps and it always just goes out at random times, and now today they have an ip outage?  pic.twitter.com/aElqbbHXi3
"
88,1300077625558347776,2020-08-30,10:27:14,EDT,,,"Cloudflare is suffering a Sunday morning outage It doesn’t appear to be an attack at this point but is affecting multiple web services  https://www.theverge.com/2020/8/30/21407429/cloudflare-down-websites-hulu-feedly-discord …
"
89,1300075482814115840,2020-08-30,10:18:43,EDT,,Planet Earth,"Sparklight internet service in Boise is at a crawl.  Can't reach most of the internet.  No speed tests work - even Sparklights.   Downdetector dot com does show large outages in the cities it serves so it seems to not be local.   @sparklightcares
"
90,1300074427808395264,2020-08-30,10:14:32,EDT,,"Chevy Chase, MD","Take a look at @HarvardBiz Is Your Organization Ready for Permanent WFH  https://hbr.org/2020/08/is-your-organization-ready-for-permanent-wfh …. As an #SRE, #WFH is critical to SLOs/SLAs.  Without #WFH, commute time is added to every outage and increases your mean time to resolve. Can’t troubleshoot what you can’t connect to.
"
91,1300073866904178692,2020-08-30,10:12:18,EDT,,,"I have no idea what I'm going to do when I get back. I'm running out of money to stay in Austin, and fast. I can't go back to my apartment or my parent's house, both are damaged plus this utility outage is  expected to last at least 6 weeks. I dont know what to do
"
92,1300072374147190786,2020-08-30,10:06:22,EDT,,"step up if you can keep up, keep up with me 숨 크게 한 번 쉬고 들어가자 really deep 시끄럽게 춤을 추는 거야 daily until we get that good thing baby ✩ she/her","Luckily I didn't have an outage at all though. For my fanmeet it was just the service and I lost an hour of it. But my internet was perfectly fine. For me it was the company of the group's fault. I'm sorry to hear this though :c having an outage sucks :c
"
93,1300067935453667333,2020-08-30,09:48:44,EDT,,"Metro Atlanta, GA","What are you paying a month for AT&T Fiber? I’ve been with Spectrum for a long time but recent outages are getting old. I’m considering switching.
"
94,1300067204512321536,2020-08-30,09:45:50,EDT,,"step up if you can keep up, keep up with me 숨 크게 한 번 쉬고 들어가자 really deep 시끄럽게 춤을 추는 거야 daily until we get that good thing baby ✩ she/her","Ahh so there was a kpop fanmeet going on and their server crashed for a lot of people worldwide, and some ignorant people were spreading lies saying ""it's a personal issue and spectrum had outage on the east coast"" when that wasn't true at all :c
"
95,1300061385846657030,2020-08-30,09:22:43,EDT,,"West Virginia, USA","Your website won't load at all for me - is your website part of the global outage?
"
96,1300060905716187136,2020-08-30,09:20:48,EDT,,,"This doesn't seem suspicious at all. World-wide internet outages?  https://twitter.com/esmemurphy/status/1300057829282373633 …
"
97,1300059803625164815,2020-08-30,09:16:25,EDT,,,"One would think, with all the money @Delta makes (at least prior to covid), an ""internet outage"" wouldn't prevent a plane from taking off.   Maybe have secondary connections, etc...
"
98,1300059775472992256,2020-08-30,09:16:19,EDT,,Las Vegas,"Global outage for the internet, appears to be a problem with @centurylink . On a Sunday when absolutely no one is at their call centers to answer questions and apparently they can’t be bothered to use social media to explain or inform Us as to why.
"
99,1300056850621239298,2020-08-30,09:04:41,EDT,,The Sunshine State,"AT&T was down in my area for over 24 hours.  Error message was something about security. On their website, it said an outage affected 0-151 people.  When I called them, they said a line had been cut.
"
100,1300056270297161728,2020-08-30,09:02:23,EDT,,"Hillsboro, Oregon","We're now in hr number 3 of the net outage at my job. Haven't taken a call since about 3:15, it's now 6am.
"
101,1300050251332694016,2020-08-30,08:38:28,EDT,,"New Brunswick, Canada","Twitch seems to be having issues this morning.  There are outages all over.  Haven't been able to watch any streams for at least an hour this morning.
"
102,1300048785293352960,2020-08-30,08:32:38,EDT,,Chillin,"Isn't this the second time in a pretty short time that there is a big outage at cloudflare? Such a treat having so many sites using the same service 👌
"
103,1300039060023513091,2020-08-30,07:54:00,EDT,,,"@steveschorr Cox employees are saying they are doing the outage in purpose for customers to upgrade their service. They had me replace my modem to a panoramic last week, guess what? I don’t have Internet at all. This is a class action lawsuit waiting to happen.
"
104,1300037088621015040,2020-08-30,07:46:10,EDT,,,"Thank you for letting me know. Can't reach anyone at the Call Center to get a reference. But looks like a massive outage so hope they can resolve it soon
"
105,1300036330986979328,2020-08-30,07:43:09,EDT,,,"Thanks for the link. American internet companies won't bother to issue specific statements like this in my experience, at least not quickly. Mine has outage maps but tells me ""Everything looks good!"" so I'll be left wondering over here
"
106,1300034687075840000,2020-08-30,07:36:37,EDT,,,">seems  You can't say it seems unless you have at least some kind of evidence pointing that way. I very much doubt a group is DDoS'ing multiple high profile companies all at the same time, that's why I wanted the source. Sounds much more like an outage with a host somewhere.
"
107,1300033844205121536,2020-08-30,07:33:16,EDT,,,"Exactly. I understand that outages happen. But at this point, they should put out a statement of some kind. Their website isn’t even accessible to check the status yet and while on my mobile data, the outage is bleeding into other apps/websites
"
108,1300018813954531328,2020-08-30,06:33:33,EDT,,"Portland, Oregon","A bunch of services are failing... So I Google AWS outage and at first I can't even get a page ;) and then found a metric ton of AWS outages reported
"
109,1300014649727807488,2020-08-30,06:17:00,EDT,,monbulk,"Sometimes I look at these outage notifications and wonder, wouldn’t you be pissed off if you were one of the two properties in Sherbrooke that lost their power while everyone else in Sherbrooke still has power.  pic.twitter.com/P23DYxatBT
"
110,1300013336080326656,2020-08-30,06:11:47,EDT,,,"I can’t take a bath since there’s water outage in my area 💀💀💀💀 I know peeps can’t smell me at the zoom party but I wanna feel fresh atleast  pic.twitter.com/b8i1yV09o7
"
111,1300003429260165121,2020-08-30,05:32:25,EDT,,"Liverpool, England","Yeah its pretty rough. In order to get off of it, and pay for electricity AFTER you use it and not get any outages, you need to pass a ""credit check"" where they check your spending behaviour. And you can't do a big payment all at once, you can only top up 50 pounds at a time.
"
112,1299972026480951296,2020-08-30,03:27:38,EDT,,Houston,"I'm more annoyed at the outage, because I KNOW everyone's second thought after initial shock was about Black Panther. I DON'T find this offensive because of how important this character is in the wider culture, in the REAL world. Boseman IS Black Panther.  They mattered, together
"
113,1299940512879849473,2020-08-30,01:22:24,EDT,,United States,"Yes but I don't have someone to miss. So right now it's hard to sleep at night because I'm not tired and there is an internet outage till 2 am and I'm like on my phone going nuts.
"
114,1299939609158340608,2020-08-30,01:18:49,EDT,,"24.833011, 67.030808","@KElectricPk can take it's understanding and regrets and shove them where the sun doesn't shine.  Just tell me y my neighbors power was restored over 31 hours ago yet I am still waiting after 72 hours?  Also how long was the outage at Mr Alvi's home? If he had power issues?
"
115,1299926069504626689,2020-08-30,00:25:01,EDT,,"Algonquin Territory, Ottawa ON","I'm not saying it isn't required. I am questioning the PR problem of service outage at that particular moment.
"
116,1299903677654855680,2020-08-29,22:56:02,EDT,,"San Antonio, TX","Well there was a cell phone outage for AT&T and I couldn’t update anything from today’s game till now!
"
117,1299885871232176128,2020-08-29,21:45:17,EDT,,,"@Xfinity @ATT @CenturyLink who of you all can offer me the best internet and TV without fucking outage every single day?, im sick of @GetSpectrum @Ask_Spectrum do that s*** even more at this time where kids start the school and i must work from home
"
118,1299876684259352579,2020-08-29,21:08:46,EDT,,"Dallas, TX","@ATT should refund customers who have extended outages. 18 hours so far with no internet. #CustomerService
"
119,1299866601282510852,2020-08-29,20:28:42,EDT,,Canada,"Why isn't it showing up on the outage map? Will you be posting updates even though you usually close at 9?
"
120,1299863043527016449,2020-08-29,20:14:34,EDT,,,"Nope don’t know where you’re at, where I am Bell is not down and from talking to my peeps with bell a 12 hour outage sounds crazy. If that makes sense
"
121,1299862551774273543,2020-08-29,20:12:37,EDT,,USA,"Hey guys. We do apologize but due to an unforeseen technical issue (an internet outage.) We aren't able to upload the brand new video tonight. We will however be scheduling it as soon as possible to come out tomorrow at noon. We hope you'll still tune in!
"
122,1299862390692081664,2020-08-29,20:11:58,EDT,,"Wichita, KS","Hey guys. We do apologize but due to an unforeseen technical issue (an internet outage.) We aren't able to upload the brand new video tonight. We will however be scheduling it as soon as possible to come out tomorrow at noon. We hope you'll still tune in!  #newcontent #tomorrow
"
