id	createdAt	username	forum	raw_message
4741581425	2020-01-01T16:59:45	None	istheservicedown	Fix this s$$t 48505 flint mi internet out
4741615623	2020-01-01T17:41:25	None	istheservicedown	All ESPN channels are down in Prospect Heights Brooklyn for several days.
4741632852	2020-01-01T18:01:26	disqus_42wsADCXqj	istheservicedown	mediacom is garbage
4741643062	2020-01-01T18:13:40	lauraseda	istheservicedown	No internet since last night. WiFi works but no net. Bronx NY 10458. I expect to be credited. These sites don’t help. This is designed to make you feel like you’re accomplishing something in the meantime nothing changes. We’re overpaying for lousy service. Thank God for the Honeymooners Marathon.
4741644932	2020-01-01T18:15:57	lauraseda	istheservicedown	I think I’ll move to Fios as well. This is perhaps a good indication of what optimum will be like the rest of the year. Ugh.
4741648823	2020-01-01T18:20:32	disqus_ew0gyoLrun	istheservicedown	My game won’t load past checking connection to data centers please fix ... been ongoing for 3 days now
4741650852	2020-01-01T18:22:59	None	istheservicedown	My internet signal is extremely week. Constantly dropping and constantly reconnecting. This is an issue both at home and at work so cannot be my router as has been suggested. I tried to improve by paying more but this is just a racket. Total replacement of their system is needed. I tried to upgrade my security system but was told I cannot until Suddenlink upgrades in this area.  I’m just praying Frontier comes here soon. I’m switching to another company as soon as possible. Overpriced for such poor service.
4741681957	2020-01-01T19:00:11	disqus_4tiAUGa2E3	istheservicedown	Power outage in the Oxnard 93036 area started about 9:05 AM. SCE customer service message states that the outage is due to a traffic accident. Their estimated time of reactivation is by 6PM. (Jan 1, 2020).
4741693752	2020-01-01T19:13:51	normanmcintosh	istheservicedown	My cable tv up and down for 3 days..They lie on the phone and make believe its not them. I even brought a box back and wasted my time. Its them no signal. Then they make you trouble shoot the unit with 4 bars on the box and ask you to tune to ch 900 for over 10 minutes. They refuse to get on the phone and speak with you. You have to call new sales get there employee number so they dont hang up on you and get you a live service tech so you dont get caught up on the automated system to trouble shoot issues
4741693994	2020-01-01T19:14:09	None	istheservicedown	No internet since last night. 92407
4741695399	2020-01-01T19:15:46	normanmcintosh	istheservicedown	East Moriches Ny down
4741698260	2020-01-01T19:19:16	michealdrevs	istheservicedown	Royal High has been crashing my Roblox app every time I try to enter it. This has been happening since yesterday evening.
4741699617	2020-01-01T19:20:54	None	istheservicedown	Where is ch 71?
4741709280	2020-01-01T19:32:22	disqus_5cxFs3Sltd	istheservicedown	Slow and stuttering
4741710728	2020-01-01T19:34:12	disqus_FawMbXT2OQ	istheservicedown	Out in Cloquet Minnesota
4741721859	2020-01-01T19:47:27	disqus_EeDfpRfECJ	istheservicedown	Internet has been going off and on all day in Lilburn GA 30047
4741731478	2020-01-01T19:59:08	None	istheservicedown	Internet having intermittent outages for 24 hours now in Mandeville, La
4741732111	2020-01-01T19:59:53	None	istheservicedown	Intermittent outages of internet in Mandeville, La for the last 24 hours.
4741732777	2020-01-01T20:00:45	None	istheservicedown	74653. Internet down since around midnight
4741734696	2020-01-01T20:03:10	None	istheservicedown	Evergreen Farms Fiber very slow
4741738589	2020-01-01T20:07:53	None	istheservicedown	No internet in Babylon ny 11702...anyone else?
4741742335	2020-01-01T20:12:09	disqus_qhGLANJQQR	istheservicedown	Connection Error, has been dropping me from every game
4741755783	2020-01-01T20:29:14	None	istheservicedown	Unable to connect to the internet (WiFi & Ethernet connection to router) but my Roku streaming YouTube TV is still working. Is that possible?
4741783037	2020-01-01T21:03:20	jc_myers	istheservicedown	Total Cox blackout 130 PM 01/01...Mesa @ V.Vista/Adobe
4741783711	2020-01-01T21:04:10	None	istheservicedown	Internet down in Webster, FL.
4741786577	2020-01-01T21:07:50	iamspfresh	istheservicedown	No internet in 90805 since around 9:40 am.
4741793519	2020-01-01T21:16:38	None	istheservicedown	No internet nor tv since 00:02 . Xfinity is a piece of s*** the past days. It's unbelievable....Zip 33180
4741807409	2020-01-01T21:33:57	barbaraletherburyhaffey	istheservicedown	San Diego 92117 buffering again
4741820578	2020-01-01T21:51:12	None	istheservicedown	Poor phone and internet service Elizabeth City, NC.  Cell signal is weak and towers fad in and out.
4741823255	2020-01-01T21:54:33	None	istheservicedown	In Goshen, No Cable since Ice Storm on Monday ! Called and they were unable to trouble shoot ?
4741830249	2020-01-01T22:03:45	lyramay	istheservicedown	Out in TC (49685) since 4:45ish.  😭
4741841891	2020-01-01T22:19:48	kirkkimerer	istheservicedown	We are experiencing crashing issues too. Every time we enter on multiple accounts and multiple devices (iPad, PC, MacPro) it starts to play then it kicks us out of the game.
4741842548	2020-01-01T22:20:41	kirkkimerer	istheservicedown	Time periods are from 11PM 12/31/2019 - 1/1/2020 3:20PM
4741853024	2020-01-01T22:35:33	None	istheservicedown	Is anyone having issues upgrading their phone through spectrum mobile. I have been trying to upgrade my phone since Monday & the lady at the store told me it was a problem with the whole company & they were working on fixing it.
4741854942	2020-01-01T22:38:24	None	istheservicedown	Spectrum internet down in Simpsonville, KY since last night!!
4741863957	2020-01-01T22:51:13	None	istheservicedown	Check outage maps for other providers.  Their all down in my area.
4741868360	2020-01-01T22:57:36	None	istheservicedown	Internet down Norwood MN
4741872409	2020-01-01T23:03:53	None	istheservicedown	No internet day two wft mediacom anderson, mo
4741875260	2020-01-01T23:08:25	None	istheservicedown	Current ETA is 5 million years lol.
4741883458	2020-01-01T23:20:00	None	istheservicedown	We have Suddenlink since 7 weeks. It took 15 different Installation teams to get us set up correctly over 5 weeks. Many phone calls, complaints and no call backs after leaving numerous messages. Now we experiencing constant interruptions on the local channels, pixelated pictures, no tone or nothing at all. I called in several days but it is still not taken care off. To get a technician on the phone is almost impossible, computer generated messages and constant automatic „troubleshooting „. I wished I would’ve not switched over. Our phone service didn’t work for 4 weeks, they offered me $1.00 discount???? We are very frustrated, also the proposed monthly cost are higher then offered.
4741891093	2020-01-01T23:30:46	None	istheservicedown	Accident at Zimmerman and N. Long Lake Road. How do we know when it will be back up?n
4741894216	2020-01-01T23:35:26	disqus_qIOP9D3tWI	istheservicedown	Still don't have service it's been since last night this is BS
4741900459	2020-01-01T23:44:54	None	istheservicedown	No internet on New Years Day.  91423 (Sherman Oaks, CA). Way to kick of a new year Spuketrum!
4741905627	2020-01-01T23:53:04	linh_c	istheservicedown	Frustrated at Frontier! Internet been down 3 days. Technician was supposed to come yesterday for Upgrade (different concern) but NO show. Unprofessional- should have notify customer if you can’t keep the appointment so I wasted my entire day waiting!! Frontier wants me to wait another 7 days for next appointment. That’s a whole week without internet (for work, school, etc) ... and how am I to trust about being stood up again?! I might ask well consider a new service provider.#FrontierPoorService
4741908419	2020-01-01T23:57:26	None	istheservicedown	No internet for 2 days now in west palm beach!!!! This is bs!!!
4741914644	2020-01-02T00:07:23	ethanrobloxytack	istheservicedown	fuckin comcast burn in hell
4741915483	2020-01-02T00:08:44	floydstanton	istheservicedown	One tv is working but not the other one in a different room.
4741918908	2020-01-02T00:14:13	disqus_yU11RLBxHa	istheservicedown	Aventura total blackout since last midnight,
4741924574	2020-01-02T00:23:54	None	istheservicedown	Wifi out since yesterday. Started at 8pm. I don’t know why it would take this long to fix. This is BS. Do your job. San Bernardino
4741928296	2020-01-02T00:30:04	disqus_3jpQrihLNB	istheservicedown	can not connect to COD servers? Any ideas?
4741934313	2020-01-02T00:39:27	Jodikule	istheservicedown	Hello when will Adventura get there wifi back?
4741935944	2020-01-02T00:42:07	Jodikule	istheservicedown	Do you know when power will be back?
4741936147	2020-01-02T00:42:27	deananickerson	istheservicedown	89074. Las Vegas. Slow upload speed.
4741959486	2020-01-02T01:20:09	denisereeddavenport	istheservicedown	Cell service is completely down in Riley KS
4741977338	2020-01-02T01:49:07	jonathanrheiser	istheservicedown	Ready to switch to Verizon from Metro PCS. Dropped calls all the time and about 25% of the time you can't t call out. What a joke.
4741980479	2020-01-02T01:54:12	derya_atmaca	istheservicedown	Still no internet zip 33180
4741981635	2020-01-02T01:56:02	None	istheservicedown	Anyone else in Tampa area having frontier issues tonight? Streaming TV is on again off again.
4741993417	2020-01-02T02:15:37	barbaraletherburyhaffey	istheservicedown	92117 buffering
4741994585	2020-01-02T02:17:30	disqus_wmndE81Jz3	istheservicedown	Two times today Comcast has shut off on New Year's Day! Can't even enjoy the holiday and watch the football game!
4741996541	2020-01-02T02:20:44	None	istheservicedown	33166 no internet
4742000643	2020-01-02T02:27:29	gorkskoal	istheservicedown	To Comcast f*** you you duck face but munching ass f****** I'm not going to pay this or any other month eat s*** and die you useless thumb sucking motherfukers
4742001844	2020-01-02T02:29:25	melissajacksonbenvegno	istheservicedown	Internet keeps going out!!!
4742011955	2020-01-02T02:46:14	None	istheservicedown	All regular DirecTv channels are gone, and have been replaced by so-called "subchannels" ranging from 31.1 through 39-8. Onscreen guide is no longer available, either. Problems began at approx. 7:30 AM on January 1, 2020.
4742025409	2020-01-02T03:09:05	maryaleandri	istheservicedown	Grandson is at Lawton OK and his iphone is barely working. Any other people having problems Fort Sill area?
4742281632	2020-01-02T13:14:56	None	istheservicedown	I can receive emails but can't send emails. Message THERE WAS A PROBLEM SENDING MESSAGE, PLEASE TRY AGAIN LATER</b>
4742296372	2020-01-02T13:37:02	espositochristy	istheservicedown	crashes every time I try to catch, spin, look at anything every 5 minutes for 2 days now. And why are they asking about photo for every pokemon?
4742296602	2020-01-02T13:37:23	lilying	istheservicedown	I would pay someone! If you have an open spot on your optimumwifi account please I need internet. It's been down for weeks and optimumwifi hotspot is the only thing that works. Email me wellwelp11@gmail.com
4742366331	2020-01-02T15:01:40	None	istheservicedown	No phone service  in Lakewood Colorado! When will it be  fixed?
4742404634	2020-01-02T15:41:21	disqus_px8ZDSaKNh	istheservicedown	No internet Cleveland area for two days 44135 area.
4742430973	2020-01-02T16:05:02	tammyfergusoncreamer	istheservicedown	We cannot make a cell call to a land line.  We only get a fast busy signal.
4742440665	2020-01-02T16:14:46	disqus_f9ZAEwoQVx	istheservicedown	Cell phone is not working in Bandera Texas
4742462360	2020-01-02T16:36:40	None	istheservicedown	Outage:  business class circuit CLAY ST, SAN FRANCISCO, CA 94118
4742483493	2020-01-02T16:57:17	None	istheservicedown	Wow. Can't even make a call through Wi-Fi. Wtf?
4742485264	2020-01-02T16:59:02	disqus_Q3qi0GJgfA	istheservicedown	Calling issues in Bandera, TX 78003
4742504902	2020-01-02T17:18:24	None	istheservicedown	No internet since Monday in the Lowell, MI area. After 45 minutes with service I was bounced to a Tech phone line, after 10 minutes of waiting, was call was dropped. Second call took 15 minutes to find there was a reported outage in my area. This site does not show a outage in my area, and yet the internet is still out. This is unacceptable by any means. Time to look into other providers.  :(
4742507973	2020-01-02T17:21:20	None	istheservicedown	Internet has been down since Monday, went online to fix the issue and got a chat started, 45 minutes later was switched to a phone line to speak to Tech. 10 minutes later waiting the call was dropped. Second call got a tech that took 10 minutes to tell me there was a reported outage in my area. Next day at noon, still no internet, and nothing reported in my area on this outage map!  Time to look for another provider !  :(
4742556487	2020-01-02T18:08:01	Achancetocut	istheservicedown	No connection to mainland newspapers. Google works. (iOS)Apps report no internet connection. Ookla reports 50MB both up and down. All worked yesterday.Waikoloa Area.
4742560822	2020-01-02T18:12:07	None	istheservicedown	When will outrage in Vista, Ca be back online? It has been 24 hrs!
4742565035	2020-01-02T18:16:04	disqus_HQNJ8dGxkj	istheservicedown	AT&T Internet is out in Hobe Sound Florida on my street.
4742583502	2020-01-02T18:33:23	mojorisen66	istheservicedown	I can't even run a speed test. it times out b/c it's so slow. it's been terrible all morning. no i don't want to run to a damn sprint store. are they going to fix your crappy cell towers? Can't wait until T Mobile takes over and fires ALL of the C level personnel. Cell tower hardware person needs to be the 1st to be let go!!!!
4742622265	2020-01-02T19:10:19	None	istheservicedown	TV out since 10:20am. Boo... Steinhatchee Florida.
4742654810	2020-01-02T19:40:50	renetirado	istheservicedown	we are located in Boot Ranch shopping center- no internet. Zip code 34685
4742656618	2020-01-02T19:42:32	None	istheservicedown	Calling Direct TV today!
4742670027	2020-01-02T19:54:48	disqus_yeXcsWwiDz	istheservicedown	Fast busy on calling 972-985-xxxx landline numbers
4742672910	2020-01-02T19:57:31	disqus_Aq6iwbKL3R	istheservicedown	Lockport NY 14094. Internet has been going in and out for days. Today it went down completely around 12pm ET and has been down ever since. Anyone know whats going on, besides spectrum being spectrum?
4742699320	2020-01-02T20:21:47	louisbrendawilliams	istheservicedown	DirecTV's been out 24-hours now McEwen Tennessee
4742702003	2020-01-02T20:24:14	conservativeoldwhiteredneck	istheservicedown	Phone and internet down 78063 for several hours. Have missed many calls, costing me money. Come on.Sprint, get your feces coagulated
4742708809	2020-01-02T20:30:40	brandiljohnston	istheservicedown	I'm in Bandera Co and this is ridiculous. It's been out for hours. Just cause y'all are paid hourly doesn't mean we need to go without signal for much longer.
4742713207	2020-01-02T20:34:39	disqus_24tUSzb8uN	istheservicedown	No cell service any carrier in Bandera TX.
4742714978	2020-01-02T20:36:16	disqus_24tUSzb8uN	istheservicedown	Hi Kyle. Wife and I both have Verizon (Straight Talk) and neither of our cell phones work this morning.  Do you know what happened?
4742718656	2020-01-02T20:39:44	disqus_24tUSzb8uN	istheservicedown	Us too in Bandera.  Do you know what the problem is?  We both have Straight Talk Verizon.
4742718874	2020-01-02T20:39:56	nobrun	istheservicedown	I'm supposed to be watching a Bowl game right now (1/2/2020 @ 3:00 pm.) Guess what? ESPN is unavailable on Cablevision! I really hate Cablevision or Optimum or Altice or whatever other new name they come up with to try hide their incompetence.
4742722395	2020-01-02T20:43:04	disqus_ididZ7cjlD	istheservicedown	I live in carthage Missouri and my internet just went out is there an outage or something?
4742724322	2020-01-02T20:44:45	kerissadelagarza	istheservicedown	Wifi box is down. Its saying wireless network connected but no internet connection. I live in holts summit mo 65043. I'm highly irritated about this. I have faith itll be fixed within the hour!
4742728068	2020-01-02T20:48:08	None	istheservicedown	Hello Bandera Co here . Texas(, pipe creek area) . total black out for hours, this really blows.
4742744039	2020-01-02T21:02:24	disqus_DyXsSpUr54	istheservicedown	Service sucks
4742759844	2020-01-02T21:16:32	andrsostorga	istheservicedown	No internet since December 30thSan Bernardino, Ca 92408
4742771508	2020-01-02T21:26:51	disqus_Fniu7HnHox	istheservicedown	Internet down four days in Tacoma, no answer from CenturyLink
4742779893	2020-01-02T21:34:14	None	istheservicedown	No service since 9:45 am... no cell any carrier and wifi is scarce.
4742783017	2020-01-02T21:36:52	ronsolheim	istheservicedown	No internet all day today at 1321 lqke dr w, 55317
4742788299	2020-01-02T21:41:26	None	istheservicedown	LOL, my thoughts exactly.
4742789350	2020-01-02T21:42:19	None	istheservicedown	Cell phone service has been down in Pipe Creek area since 9:10 this morning as well as my “hot spot”. Can’t do anything when you don’t have either and there are NO pay phones around any more! 6 Hours of Outage is Unacceptable and with a company that size that should never happen for that length of time!
4742793425	2020-01-02T21:45:49	michdm	istheservicedown	Not an outage but pixelated image and sound for 2 days now in 48092, which makes anything unwatchable. Must be time for a rate increase.
4742798559	2020-01-02T21:50:11	disqus_ymqR8COtjw	istheservicedown	Kingsburg, CA cell phone service down
4742800902	2020-01-02T21:52:13	None	istheservicedown	Microsoft edge isn't allowing logons for email unless refreshed multiple times. Other browsers work just fine. You need to fix this. Things have been out more than a reasonable time and this problem has happened in the past.
4742801723	2020-01-02T21:52:55	disqus_lXt116CTZa	istheservicedown	Ugh...why does this company exist? I miss CLEARWIRE!!!!!!! My PAID for Spectrum internet has been laggy all day 😑😒(NC)
4742803025	2020-01-02T21:53:59	None	istheservicedown	Microsoft edge doesn't allow you to log on to your email. Other browsers work. This has been a problem for awhile and needs an immediate fix.
4742803126	2020-01-02T21:54:04	disqus_JngwQsYvcI	istheservicedown	Zip code 04270 (Otisfield, ME). Internet streaming and web page downloads stall for 20-30 minutes at a time, several times a day, since yesterday morning. The exact same thing happened about 3 weeks ago. Called Spectrum support, and they told me there were no issues in my area. The tech could only intermittently get to my modem though. The next morning the problem was gone and hasn't reappeared until yesterday.
4742808819	2020-01-02T21:58:27	None	istheservicedown	Zero TV. Internet is bouncing. Grrrrrr.
4742814180	2020-01-02T22:01:55	None	istheservicedown	Outage just in time for the Bowl games!  Thanks Spectrum!
4742823150	2020-01-02T22:10:09	disqus_78pqK2whHy	istheservicedown	How many more hours before it's resolved?Corona de Tucson
4742839395	2020-01-02T22:24:57	None	istheservicedown	I keep calling New Smyrna Beach, FL from Orlando and get an immediate response about cannot connect due to “network difficulties“. Any thoughts on what is going on?
4742869344	2020-01-02T22:53:18	None	istheservicedown	mission internet now wokring or loading
4742870235	2020-01-02T22:54:09	None	istheservicedown	correction internet NOT working or loading.
4742883246	2020-01-02T23:07:12	christyenoch	istheservicedown	At least you have service. I've been missing work for over 3 hours now...also NC. (Central)
4742888320	2020-01-02T23:12:16	disqus_4U8CTnVPFP	istheservicedown	Can’t do business with my clients since internet is down.
4742909140	2020-01-02T23:33:19	None	istheservicedown	When I first signed up for AT&T fiber this past summer, it worked great. For the past 3 months, it has horrible, and now tonight there is no internet or tv!  I’m in Durham - Woodcroft area.
4742913975	2020-01-02T23:38:22	None	istheservicedown	Internet and cable out all day!!! I work from home. Any time frame on it being fixed?!? Zip 90660
4742921106	2020-01-02T23:46:00	None	istheservicedown	Internet still out since 1pm and now 3:450m in silicon valley.Wtf kind of ISP cant get working internet in silicon valley? Xfinity is who
4742921197	2020-01-02T23:46:06	None	istheservicedown	Yes, our land line is not working. No dial tone and callers get a busy signal. Our zip is 80033 Wheat Ridge, CO
4742922526	2020-01-02T23:47:31	None	istheservicedown	Xfinity internet has been out since 1pm and now 3:45pm What kind of ISP csnt get internet to work in Silicon Valley?!
4742928055	2020-01-02T23:53:34	None	istheservicedown	Internet is out in Lillian Alabama
4742964568	2020-01-03T00:33:25	None	istheservicedown	Data working everywhere else except El Cajon. Come on... if they don't fix it I'm walking I am not under contract.
4742964575	2020-01-03T00:33:26	disqus_GaDbbpWsT9	istheservicedown	27948 Internet out all day
4742988338	2020-01-03T01:00:06	billgerak	istheservicedown	Power out at 2206 blair drive, hebron ky
4742991683	2020-01-03T01:04:05	disqus_C2pjP9aN16	istheservicedown	Down in Albuquerque 87112
4742995396	2020-01-03T01:08:26	None	istheservicedown	Internet/ service  not working properly in semmes Alabama  36575
4743014783	2020-01-03T01:30:59	billgerak	istheservicedown	Out on 41048, parlor grove subdivision, hebron
4743015246	2020-01-03T01:31:32	melindastewartledbetter	istheservicedown	No internet 61611 since early 01/01/20
4743016757	2020-01-03T01:33:17	stk33	istheservicedown	Internet service is down in 60646
4743025903	2020-01-03T01:43:49	terrygantt	istheservicedown	Service out in 30068Been out since mid day
4743028011	2020-01-03T01:46:16	None	istheservicedown	I'm sick & tired of constantly getting up from my chair numerous times a month, stooping down to pull the cable box out from it's shelf to unplug it so that it can reset itself.  For my $200 monthly payment to Comcast, they certainly should have better service than this!  Their "customer service" is comparable to living in a third world county!!!  I'm a 70 year old senior citizen with bone-on-bone arthritic knees who is strongly opposed to getting her knees cut off.  So this very major issue of mine is, as far as Comcast is concerned, not worth their time.  Why should I be expected to rearrange & reorganize my entertainment system plus grin & bear pain due to my numerous excursions to reset a box that they want me to turn in for another.  NO!!!!  I will lose all of my DVR programs that "they" can't replace due to their lack of past technology utilization & the inability to think beyond the big plan that would benefit their customers. That, combined with the fact that the boxes are made in China. C'mon now, we all know China's manufacturing is one of the major downfalls of our country's economy.  Most of what they mass produce is junk.  It just doesn't last!Comcast penny pinches with their products & even goes further in pilfering funds from us to pay for the ridiculously increasing charges of their notorious Regional Sports fee & Broadcast TV fee. That issue has become so bad that customers have even filed lawsuits against Comcast citing that they are simply using these fees to raise consumer prices to avoid charging higher monthly plan rates. It's clearly a bait & switch ploy.  Comcast already has rights to several of the channels they claim these fees pay for so why are they consistently raising our fees to pay for what they already own? (refer to NBCUniversal's $64 TRILLION paid by Comcast and a buyout of China's (again, China!) Universal China theme park for $6.2 TRILLION).Plus Comcast has now grouped the beloved Turner Classic Movies channel in with the Sports premium plan for $9.99 a month. IF the consumer wishes to continue watching TCM, they are forced to pay the $9.99 charge!. The unmitigated gall of Comcast!  TCM IS NOT & NEVER HAS BEEN A PREMIUM CHANNEL!  NOR IS IT SPORT RELATED!  But the customers cannot get any answers from Comcast as to why they have done this.  We know the real answer is to filch more funds from the ignorant customers (us!).  Will this blatant conglomerate of capitalist thieves never stop?!!!  WHO IS COMCAST KIDDING??!!!  I'm sure that neither the Maryland Attorney General, the FTC and the BBB would consider TCM a PREMIUM SPORT CHANNEL.
4743036643	2020-01-03T01:56:32	disqus_CQNj3Jmbny	istheservicedown	Both mine and my sister's Samsung phones through Verizon are only working over wifi! If out and about service cuts in and out. Other family members with iphones do not seem to be affected. Anyone else experiencing this!?
4743036662	2020-01-03T01:56:33	billgerak	istheservicedown	Why is there no report of an outage we reported more than 30 minutes ago?
4743044325	2020-01-03T02:05:04	None	istheservicedown	Total blackout echo La 71302
4743056727	2020-01-03T02:18:15	disqus_DzoKYJeSdF	istheservicedown	Cell phone looked like it was updating.  All of a sudden I had like 30 messages. Some were mine back to last January to present. A lot of the messages were from Mercer County Correction Facility. Something about issues that they could not sign on their computer. No idea what that was about. Anyone else experience this problem?
4743057913	2020-01-03T02:19:29	disqus_5vtQeJeKEQ	istheservicedown	76179 Fort Worth, Texas just went down. 1.2.20 8pm central.
4743064673	2020-01-03T02:26:28	jay_gladieux	istheservicedown	Internet out in Tallahassee, FL
4743066824	2020-01-03T02:28:48	lavelle_livingston	istheservicedown	AT&T Internet down Fort Worth Texas
4743068004	2020-01-03T02:30:04	None	istheservicedown	I am seriously tired of this.  Everyone who downloaded the game should be given a full refund.  It's almost impossible to get a server now and when you do your disconnected after one round.  GIVE ME MY MONEY BACK!
4743075803	2020-01-03T02:38:02	None	istheservicedown	Down in Las Vegas 89183 since New Year Eve
4743097547	2020-01-03T03:00:40	disqus_ktYhgiHKcQ	istheservicedown	Ito am ready to cancel and go to something more secure.  If Comcast thinks we are a secure customer base they are crazy.  I'm ready to go to AT&T all the way.   This is disgusting.
4743104399	2020-01-03T03:07:50	gbugosh	istheservicedown	Landline calls going going directly to voicemail on Mom's phone in Belleville mi.
4743119271	2020-01-03T03:23:26	kevin_m_ryan	istheservicedown	Loxley Alabama is down
4743128509	2020-01-03T03:33:42	None	istheservicedown	We are affected our internet is not working or Calling out. We are in zip code  85017
4743133920	2020-01-03T03:39:42	disqus_kfesOlsKKW	istheservicedown	Camp Swift not working by bastrop TX for close to 2 weeks
